발행회차,발행일자,기준월,만기전상환율,가중평균발행금리,주택종합 매매가격지수,주택종합 전세가격지수,소비자물가지수,15-64 실업자 수,코스피 월별 종가,예금은행 대출금리,금리차
MBS 2012-12,2012-06-22,2014-10,6.6,0.0,71.97,79.269,94.205,831.0,1964.43,3.38,3.38
MBS 2012-12,2012-06-22,2014-11,7.21,0.0,72.116,79.488,94.015,801.0,1980.78,3.3,3.3
MBS 2012-12,2012-06-22,2014-12,6.05,0.0,72.249,79.744,94.006,860.0,1915.59,3.33,3.33
MBS 2012-12,2012-06-22,2015-01,7.4,0.0,72.345,79.955,94.643,903.0,1949.26,3.34,3.34
MBS 2012-12,2012-06-22,2015-02,6.4,0.0,72.509,80.228,94.587,1070.0,1985.8,3.24,3.24
MBS 2012-12,2012-06-22,2015-03,14.4,0.0,72.809,80.703,94.596,1016.0,2041.03,2.97,2.97
MBS 2012-12,2012-06-22,2015-04,12.34,0.0,73.169,81.199,94.625,1010.0,2127.17,2.81,2.81
MBS 2012-12,2012-06-22,2015-05,9.93,0.0,73.441,81.538,94.89,984.0,2114.8,3.06,3.06
MBS 2012-12,2012-06-22,2015-06,8.06,0.0,73.778,81.977,94.909,1012.0,2074.2,3.01,3.01
MBS 2012-12,2012-06-22,2015-07,9.19,0.0,74.092,82.395,95.08,962.0,2030.16,2.96,2.96
MBS 2012-12,2012-06-22,2015-08,5.12,0.0,74.381,82.756,95.213,897.0,1941.49,2.94,2.94
MBS 2012-12,2012-06-22,2015-09,2.15,0.0,74.731,83.214,94.966,836.0,1962.81,2.92,2.92
MBS 2012-12,2012-06-22,2015-10,5.63,0.0,74.984,83.55,94.966,804.0,2029.47,2.9,2.9
MBS 2012-12,2012-06-22,2015-11,6.42,0.0,75.304,83.964,94.786,801.0,1991.97,3.04,3.04
MBS 2012-12,2012-06-22,2015-12,2.73,0.0,75.441,84.181,95.07,836.0,1961.31,3.12,3.12
MBS 2012-12,2012-06-22,2016-01,2.46,0.0,75.504,84.343,95.232,913.0,1912.06,3.1,3.1
MBS 2012-12,2012-06-22,2016-02,1.68,0.0,75.558,84.5,95.64,1153.0,1916.66,2.99,2.99
MBS 2012-12,2012-06-22,2016-03,3.53,0.0,75.584,84.625,95.393,1111.0,1995.85,2.97,2.97
MBS 2012-12,2012-06-22,2016-04,4.01,0.0,75.615,84.718,95.573,1041.0,1994.15,2.93,2.93
MBS 2012-12,2012-06-22,2016-05,3.08,0.0,75.665,84.814,95.63,967.0,1983.4,2.89,2.89
MBS 2012-12,2012-06-22,2016-06,2.46,0.0,75.734,84.895,95.611,972.0,1970.35,2.77,2.77
MBS 2012-12,2012-06-22,2016-07,1.97,0.0,75.832,84.981,95.431,941.0,2016.19,2.66,2.66
MBS 2012-12,2012-06-22,2016-08,4.47,0.0,75.927,85.061,95.677,949.0,2034.65,2.7,2.7
MBS 2012-12,2012-06-22,2016-09,2.42,0.0,76.031,85.145,96.247,944.0,2043.63,2.8,2.8
MBS 2012-12,2012-06-22,2016-10,5.04,0.0,76.215,85.296,96.379,886.0,2008.19,2.89,2.89
MBS 2012-12,2012-06-22,2016-11,0.92,0.0,76.407,85.456,96.237,821.0,1983.48,3.04,3.04
MBS 2012-12,2012-06-22,2016-12,0.66,0.0,76.463,85.514,96.342,830.0,2026.46,3.13,3.13
MBS 2012-12,2012-06-22,2017-01,3.27,0.0,76.481,85.544,97.366,908.0,2067.57,3.16,3.16
MBS 2012-12,2012-06-22,2017-02,2.41,0.0,76.489,85.564,97.632,1138.0,2091.64,3.19,3.19
MBS 2012-12,2012-06-22,2017-03,0.95,0.0,76.509,85.583,97.565,1077.0,2160.23,3.21,3.21
MBS 2012-12,2012-06-22,2017-04,3.38,0.0,76.538,85.6,97.442,1124.0,2205.44,3.21,3.21
MBS 2012-12,2012-06-22,2017-05,0.42,0.0,76.578,85.623,97.546,950.0,2347.38,3.26,3.26
MBS 2012-12,2012-06-22,2017-06,3.09,0.0,76.711,85.68,97.338,1009.0,2391.79,3.22,3.22
MBS 2012-12,2012-06-22,2017-07,1.2,0.0,76.891,85.745,97.499,918.0,2402.71,3.28,3.28
MBS 2012-12,2012-06-22,2017-08,2.5,0.0,77.074,85.796,98.058,956.0,2363.19,3.28,3.28
MBS 2012-12,2012-06-22,2017-09,0.87,0.0,77.139,85.832,98.172,895.0,2394.47,3.24,3.24
MBS 2012-12,2012-06-22,2017-10,0.21,0.0,77.226,85.878,98.077,852.0,2523.43,3.33,3.33
MBS 2012-12,2012-06-22,2017-11,0.33,0.0,77.332,85.896,97.347,833.0,2476.37,3.39,3.39
MBS 2012-12,2012-06-22,2017-12,0.62,0.0,77.411,85.906,97.698,869.0,2467.49,3.42,3.42
MBS 2012-12,2012-06-22,2018-01,1.43,0.0,77.556,85.92,98.106,908.0,2566.46,3.47,3.47
MBS 2012-12,2012-06-22,2018-02,0.99,0.0,77.723,85.93,98.855,1015.0,2427.36,3.46,3.46
MBS 2012-12,2012-06-22,2018-03,1.37,0.0,77.917,85.922,98.751,1169.0,2445.85,3.45,3.45
MBS 2012-12,2012-06-22,2018-04,1.36,0.0,78.049,85.904,98.931,1109.0,2515.38,3.47,3.47
MBS 2012-12,2012-06-22,2018-05,0.29,0.0,78.127,85.857,98.979,1078.0,2423.01,3.49,3.49
MBS 2012-12,2012-06-22,2018-06,0.53,0.0,78.203,85.808,98.779,988.0,2326.13,3.46,3.46
MBS 2012-12,2012-06-22,2018-07,0.59,0.0,78.293,85.773,98.59,1001.0,2295.26,3.44,3.44
MBS 2012-12,2012-06-22,2018-08,4.0,0.0,78.46,85.762,99.462,1094.0,2322.88,3.36,3.36
MBS 2012-12,2012-06-22,2018-09,0.25,0.0,79.232,85.903,100.221,980.0,2343.07,3.29,3.29
MBS 2012-12,2012-06-22,2018-10,5.4,0.0,79.677,85.989,100.041,931.0,2029.69,3.31,3.31
MBS 2012-12,2012-06-22,2018-11,0.66,0.0,79.799,86.019,99.33,869.0,2096.86,3.28,3.28
MBS 2012-12,2012-06-22,2018-12,0.28,0.0,79.861,86.01,98.988,899.0,2041.04,3.19,3.19
MBS 2012-12,2012-06-22,2019-01,0.79,0.0,79.877,85.98,98.884,1002.0,2204.85,3.12,3.12
MBS 2012-12,2012-06-22,2019-02,0.31,0.0,79.824,85.844,99.311,1099.0,2195.44,3.08,3.08
MBS 2012-12,2012-06-22,2019-03,0.86,0.0,79.74,85.702,99.121,1132.0,2140.67,3.04,3.04
MBS 2012-12,2012-06-22,2019-04,1.0,0.0,79.63,85.564,99.481,1186.0,2203.59,2.98,2.98
MBS 2012-12,2012-06-22,2019-05,0.6,0.0,79.577,85.487,99.652,1082.0,2041.74,2.93,2.93
MBS 2012-12,2012-06-22,2019-06,0.48,0.0,79.508,85.401,99.491,1071.0,2130.62,2.74,2.74
MBS 2012-12,2012-06-22,2019-07,2.31,0.0,79.502,85.346,99.187,1046.0,2024.55,2.64,2.64
MBS 2012-12,2012-06-22,2019-08,2.04,0.0,79.546,85.342,99.425,817.0,1967.79,2.47,2.47
MBS 2012-12,2012-06-22,2019-09,0.27,0.0,79.589,85.331,99.794,842.0,2063.05,2.51,2.51
MBS 2012-12,2012-06-22,2019-10,0.78,0.0,79.664,85.378,100.041,826.0,2083.48,2.5,2.5
MBS 2012-12,2012-06-22,2019-11,4.12,0.0,79.776,85.442,99.481,826.0,2087.96,2.45,2.45
MBS 2012-12,2012-06-22,2019-12,1.98,0.0,80.054,85.576,99.719,817.0,2197.67,2.45,2.45
MBS 2012-12,2012-06-22,2020-01,1.43,0.0,80.337,85.717,100.09,898.0,2119.01,2.51,2.51
MBS 2012-12,2012-06-22,2020-02,1.59,0.0,80.634,85.869,100.16,1008.0,1987.01,2.52,2.52
MBS 2012-12,2012-06-22,2020-03,5.43,0.0,81.084,86.019,99.94,1062.0,1754.64,2.48,2.48
MBS 2012-12,2012-06-22,2020-04,0.48,0.0,81.27,86.086,99.5,1065.0,1947.56,2.58,2.58
MBS 2012-12,2012-06-22,2020-05,1.92,0.0,81.382,86.14,99.44,1178.0,2029.6,2.52,2.52
MBS 2012-12,2012-06-22,2020-06,1.79,0.0,81.776,86.374,99.71,1148.0,2108.33,2.49,2.49
MBS 2012-12,2012-06-22,2020-07,1.3,0.0,82.495,86.752,99.63,1062.0,2249.37,2.45,2.45
MBS 2012-12,2012-06-22,2020-08,3.37,0.0,83.137,87.207,100.19,818.0,2326.17,2.39,2.39
MBS 2012-12,2012-06-22,2020-09,0.75,0.0,83.798,87.962,100.74,954.0,2327.89,2.44,2.44
MBS 2012-12,2012-06-22,2020-10,0.88,0.0,84.359,88.689,100.18,979.0,2267.15,2.47,2.47
MBS 2012-12,2012-06-22,2020-11,0.0,0.0,85.568,90.181,100.09,923.0,2591.34,2.56,2.56
MBS 2012-12,2012-06-22,2020-12,0.76,0.0,86.735,91.176,100.33,943.0,2873.47,2.59,2.59
MBS 2012-12,2012-06-22,2021-01,0.0,0.0,87.767,91.934,101.04,1149.0,2976.21,2.63,2.63
MBS 2012-12,2012-06-22,2021-02,0.2,0.0,88.962,92.627,101.58,1177.0,3012.95,2.66,2.66
MBS 2012-12,2012-06-22,2021-03,0.0,0.0,90.135,93.273,101.84,1129.0,3061.42,2.73,2.73
MBS 2012-12,2012-06-22,2021-04,0.87,0.0,91.091,93.835,101.98,1068.0,3147.86,2.73,2.73
MBS 2012-12,2012-06-22,2021-05,0.4101,0.0,91.964,94.372,102.05,1066.0,3203.92,2.69,2.69
MBS 2012-12,2012-06-22,2021-06,0.6224,0.0,93.169,95.202,102.05,1021.0,3296.68,2.74,2.74
MBS 2012-12,2012-06-22,2021-07,3.5539,0.0,94.256,96.053,102.26,860.0,3202.32,2.81,2.81
MBS 2012-12,2012-06-22,2021-08,0.8286,0.0,95.666,97.04,102.75,706.0,3199.27,2.88,2.88
MBS 2012-12,2012-06-22,2021-09,0.0,0.0,97.123,97.976,103.17,711.0,3068.82,3.01,3.01
MBS 2012-12,2012-06-22,2021-10,0.2465,0.0,98.14,98.579,103.35,736.0,2970.68,3.26,3.26
MBS 2012-12,2012-06-22,2021-11,0.0,0.0,99.224,99.301,103.87,694.0,2839.01,3.51,3.51
MBS 2012-12,2012-06-22,2021-12,0.2484,0.0,99.72,99.728,104.04,697.0,2977.65,3.63,3.63
MBS 2012-12,2012-06-22,2022-01,0.7374,0.0,100.0,100.0,104.69,780.0,2663.34,3.85,3.85
MBS 2012-12,2012-06-22,2022-02,0.4021,0.0,100.207,100.197,105.3,800.0,2699.18,3.88,3.88
MBS 2012-12,2012-06-22,2022-03,0.0,0.0,100.306,100.337,106.06,798.0,2757.65,3.84,3.84
MBS 2012-12,2012-06-22,2022-04,1.0671,0.0,100.517,100.543,106.85,813.0,2695.05,3.9,3.9
MBS 2012-12,2012-06-22,2022-05,0.506,0.0,100.768,100.814,107.56,830.0,2685.9,3.9,3.9
MBS 2012-12,2012-06-22,2022-06,1.1826,0.0,100.869,100.912,108.22,824.0,2332.64,4.04,4.04
MBS 2012-13,2012-06-28,2012-06,0.26,3.78,70.941,71.462,91.639,806.0,1854.01,4.76,0.98
MBS 2012-13,2012-06-28,2012-07,0.38,3.78,70.861,71.557,91.432,777.0,1881.99,4.64,0.8599999999999999
MBS 2012-13,2012-06-28,2012-08,0.74,3.78,70.79,71.63,91.855,742.0,1905.12,4.41,0.6300000000000003
MBS 2012-13,2012-06-28,2012-09,0.9,3.78,70.683,71.868,92.512,736.0,1996.21,4.29,0.5100000000000002
MBS 2012-13,2012-06-28,2012-10,0.9,3.78,70.603,72.228,92.339,701.0,1912.06,4.23,0.4500000000000006
MBS 2012-13,2012-06-28,2012-11,1.62,3.78,70.55,72.505,92.011,699.0,1932.9,4.19,0.4100000000000006
MBS 2012-13,2012-06-28,2012-12,1.3,3.78,70.501,72.654,92.175,719.0,1997.05,4.16,0.38000000000000034
MBS 2012-13,2012-06-28,2013-01,0.87,3.78,70.462,72.82,92.728,791.0,1961.94,4.17,0.3900000000000001
MBS 2012-13,2012-06-28,2013-02,0.01,3.78,70.421,73.017,93.038,904.0,2026.49,4.06,0.2799999999999998
MBS 2012-13,2012-06-28,2013-03,2.12,3.78,70.389,73.337,92.952,854.0,2004.89,3.97,0.1900000000000004
MBS 2012-13,2012-06-28,2013-04,3.11,3.78,70.391,73.603,92.823,809.0,1963.95,3.86,0.08000000000000007
MBS 2012-13,2012-06-28,2013-05,3.2,3.78,70.381,73.741,92.823,780.0,2001.05,3.77,-0.009999999999999787
MBS 2012-13,2012-06-28,2013-06,3.99,3.78,70.353,73.907,92.71,789.0,1863.32,3.73,-0.04999999999999982
MBS 2012-13,2012-06-28,2013-07,2.19,3.78,70.351,74.179,92.909,813.0,1914.03,3.77,-0.009999999999999787
MBS 2012-13,2012-06-28,2013-08,2.28,3.78,70.323,74.598,93.238,768.0,1926.36,3.8,0.020000000000000018
MBS 2012-13,2012-06-28,2013-09,1.77,3.78,70.36,75.2,93.419,709.0,1996.96,3.82,0.040000000000000036
MBS 2012-13,2012-06-28,2013-10,2.46,3.78,70.503,75.872,93.134,707.0,2030.09,3.81,0.03000000000000025
MBS 2012-13,2012-06-28,2013-11,2.23,3.78,70.626,76.363,93.116,684.0,2044.87,3.77,-0.009999999999999787
MBS 2012-13,2012-06-28,2013-12,1.67,3.78,70.762,76.805,93.229,751.0,2011.34,3.74,-0.03999999999999959
MBS 2012-13,2012-06-28,2014-01,1.84,3.78,70.842,77.123,93.73,817.0,1941.15,3.75,-0.029999999999999805
MBS 2012-13,2012-06-28,2014-02,2.18,3.78,70.957,77.492,93.98,1036.0,1979.99,3.71,-0.06999999999999984
MBS 2012-13,2012-06-28,2014-03,3.07,3.78,71.157,77.901,94.153,974.0,1985.61,3.69,-0.08999999999999986
MBS 2012-13,2012-06-28,2014-04,3.36,3.78,71.304,78.175,94.214,1006.0,1961.79,3.69,-0.08999999999999986
MBS 2012-13,2012-06-28,2014-05,2.93,3.78,71.351,78.287,94.369,928.0,1994.96,3.63,-0.1499999999999999
MBS 2012-13,2012-06-28,2014-06,3.71,3.78,71.401,78.424,94.248,930.0,2002.21,3.58,-0.19999999999999973
MBS 2012-13,2012-06-28,2014-07,3.89,3.78,71.466,78.564,94.386,893.0,2076.12,3.53,-0.25
MBS 2012-13,2012-06-28,2014-08,7.03,3.78,71.562,78.74,94.551,868.0,2068.54,3.5,-0.2799999999999998
MBS 2012-13,2012-06-28,2014-09,6.43,3.78,71.758,79.01,94.49,826.0,2020.09,3.5,-0.2799999999999998
MBS 2012-13,2012-06-28,2014-10,7.63,3.78,71.97,79.269,94.205,831.0,1964.43,3.38,-0.3999999999999999
MBS 2012-13,2012-06-28,2014-11,7.52,3.78,72.116,79.488,94.015,801.0,1980.78,3.3,-0.48
MBS 2012-13,2012-06-28,2014-12,6.83,3.78,72.249,79.744,94.006,860.0,1915.59,3.33,-0.44999999999999973
MBS 2012-13,2012-06-28,2015-01,5.71,3.78,72.345,79.955,94.643,903.0,1949.26,3.34,-0.43999999999999995
MBS 2012-13,2012-06-28,2015-02,5.4,3.78,72.509,80.228,94.587,1070.0,1985.8,3.24,-0.5399999999999996
MBS 2012-13,2012-06-28,2015-03,8.7,3.78,72.809,80.703,94.596,1016.0,2041.03,2.97,-0.8099999999999996
MBS 2012-13,2012-06-28,2015-04,18.13,3.78,73.169,81.199,94.625,1010.0,2127.17,2.81,-0.9699999999999998
MBS 2012-13,2012-06-28,2015-05,12.7,3.78,73.441,81.538,94.89,984.0,2114.8,3.06,-0.7199999999999998
MBS 2012-13,2012-06-28,2015-06,11.75,3.78,73.778,81.977,94.909,1012.0,2074.2,3.01,-0.77
MBS 2012-13,2012-06-28,2015-07,11.13,3.78,74.092,82.395,95.08,962.0,2030.16,2.96,-0.8199999999999998
MBS 2012-13,2012-06-28,2015-08,8.19,3.78,74.381,82.756,95.213,897.0,1941.49,2.94,-0.8399999999999999
MBS 2012-13,2012-06-28,2015-09,7.24,3.78,74.731,83.214,94.966,836.0,1962.81,2.92,-0.8599999999999999
MBS 2012-13,2012-06-28,2015-10,4.87,3.78,74.984,83.55,94.966,804.0,2029.47,2.9,-0.8799999999999999
MBS 2012-13,2012-06-28,2015-11,5.92,3.78,75.304,83.964,94.786,801.0,1991.97,3.04,-0.7399999999999998
MBS 2012-13,2012-06-28,2015-12,6.8,3.78,75.441,84.181,95.07,836.0,1961.31,3.12,-0.6599999999999997
MBS 2012-13,2012-06-28,2016-01,4.13,3.78,75.504,84.343,95.232,913.0,1912.06,3.1,-0.6799999999999997
MBS 2012-13,2012-06-28,2016-02,4.98,3.78,75.558,84.5,95.64,1153.0,1916.66,2.99,-0.7899999999999996
MBS 2012-13,2012-06-28,2016-03,6.7,3.78,75.584,84.625,95.393,1111.0,1995.85,2.97,-0.8099999999999996
MBS 2012-13,2012-06-28,2016-04,4.76,3.78,75.615,84.718,95.573,1041.0,1994.15,2.93,-0.8499999999999996
MBS 2012-13,2012-06-28,2016-05,5.89,3.78,75.665,84.814,95.63,967.0,1983.4,2.89,-0.8899999999999997
MBS 2012-13,2012-06-28,2016-06,6.35,3.78,75.734,84.895,95.611,972.0,1970.35,2.77,-1.0099999999999998
MBS 2012-13,2012-06-28,2016-07,5.74,3.78,75.832,84.981,95.431,941.0,2016.19,2.66,-1.1199999999999997
MBS 2012-13,2012-06-28,2016-08,5.52,3.78,75.927,85.061,95.677,949.0,2034.65,2.7,-1.0799999999999996
MBS 2012-13,2012-06-28,2016-09,3.67,3.78,76.031,85.145,96.247,944.0,2043.63,2.8,-0.98
MBS 2012-13,2012-06-28,2016-10,2.75,3.78,76.215,85.296,96.379,886.0,2008.19,2.89,-0.8899999999999997
MBS 2012-13,2012-06-28,2016-11,4.49,3.78,76.407,85.456,96.237,821.0,1983.48,3.04,-0.7399999999999998
MBS 2012-13,2012-06-28,2016-12,5.24,3.78,76.463,85.514,96.342,830.0,2026.46,3.13,-0.6499999999999999
MBS 2012-13,2012-06-28,2017-01,2.7,3.78,76.481,85.544,97.366,908.0,2067.57,3.16,-0.6199999999999997
MBS 2012-13,2012-06-28,2017-02,5.34,3.78,76.489,85.564,97.632,1138.0,2091.64,3.19,-0.5899999999999999
MBS 2012-13,2012-06-28,2017-03,6.09,3.78,76.509,85.583,97.565,1077.0,2160.23,3.21,-0.5699999999999998
MBS 2012-13,2012-06-28,2017-04,6.05,3.78,76.538,85.6,97.442,1124.0,2205.44,3.21,-0.5699999999999998
MBS 2012-13,2012-06-28,2017-05,11.65,3.78,76.578,85.623,97.546,950.0,2347.38,3.26,-0.52
MBS 2012-13,2012-06-28,2017-06,8.77,3.78,76.711,85.68,97.338,1009.0,2391.79,3.22,-0.5599999999999996
MBS 2012-13,2012-06-28,2017-07,7.84,3.78,76.891,85.745,97.499,918.0,2402.71,3.28,-0.5
MBS 2012-13,2012-06-28,2017-08,1.71,3.78,77.074,85.796,98.058,956.0,2363.19,3.28,-0.5
MBS 2012-13,2012-06-28,2017-09,1.17,3.78,77.139,85.832,98.172,895.0,2394.47,3.24,-0.5399999999999996
MBS 2012-13,2012-06-28,2017-10,2.77,3.78,77.226,85.878,98.077,852.0,2523.43,3.33,-0.44999999999999973
MBS 2012-13,2012-06-28,2017-11,1.99,3.78,77.332,85.896,97.347,833.0,2476.37,3.39,-0.3899999999999997
MBS 2012-13,2012-06-28,2017-12,1.28,3.78,77.411,85.906,97.698,869.0,2467.49,3.42,-0.3599999999999999
MBS 2012-13,2012-06-28,2018-01,2.38,3.78,77.556,85.92,98.106,908.0,2566.46,3.47,-0.3099999999999996
MBS 2012-13,2012-06-28,2018-02,0.99,3.78,77.723,85.93,98.855,1015.0,2427.36,3.46,-0.31999999999999984
MBS 2012-13,2012-06-28,2018-03,3.02,3.78,77.917,85.922,98.751,1169.0,2445.85,3.45,-0.3299999999999996
MBS 2012-13,2012-06-28,2018-04,1.48,3.78,78.049,85.904,98.931,1109.0,2515.38,3.47,-0.3099999999999996
MBS 2012-13,2012-06-28,2018-05,2.45,3.78,78.127,85.857,98.979,1078.0,2423.01,3.49,-0.2899999999999996
MBS 2012-13,2012-06-28,2018-06,3.51,3.78,78.203,85.808,98.779,988.0,2326.13,3.46,-0.31999999999999984
MBS 2012-13,2012-06-28,2018-07,1.23,3.78,78.293,85.773,98.59,1001.0,2295.26,3.44,-0.33999999999999986
MBS 2012-13,2012-06-28,2018-08,1.29,3.78,78.46,85.762,99.462,1094.0,2322.88,3.36,-0.41999999999999993
MBS 2012-13,2012-06-28,2018-09,0.47,3.78,79.232,85.903,100.221,980.0,2343.07,3.29,-0.48999999999999977
MBS 2012-13,2012-06-28,2018-10,1.59,3.78,79.677,85.989,100.041,931.0,2029.69,3.31,-0.46999999999999975
MBS 2012-13,2012-06-28,2018-11,3.35,3.78,79.799,86.019,99.33,869.0,2096.86,3.28,-0.5
MBS 2012-13,2012-06-28,2018-12,0.38,3.78,79.861,86.01,98.988,899.0,2041.04,3.19,-0.5899999999999999
MBS 2012-13,2012-06-28,2019-01,0.58,3.78,79.877,85.98,98.884,1002.0,2204.85,3.12,-0.6599999999999997
MBS 2012-13,2012-06-28,2019-02,0.08,3.78,79.824,85.844,99.311,1099.0,2195.44,3.08,-0.6999999999999997
MBS 2012-13,2012-06-28,2019-03,0.11,3.78,79.74,85.702,99.121,1132.0,2140.67,3.04,-0.7399999999999998
MBS 2012-13,2012-06-28,2019-04,0.88,3.78,79.63,85.564,99.481,1186.0,2203.59,2.98,-0.7999999999999998
MBS 2012-13,2012-06-28,2019-05,0.63,3.78,79.577,85.487,99.652,1082.0,2041.74,2.93,-0.8499999999999996
MBS 2012-13,2012-06-28,2019-06,0.38,3.78,79.508,85.401,99.491,1071.0,2130.62,2.74,-1.0399999999999996
MBS 2012-13,2012-06-28,2019-07,0.62,3.78,79.502,85.346,99.187,1046.0,2024.55,2.64,-1.1399999999999997
MBS 2012-13,2012-06-28,2019-08,3.82,3.78,79.546,85.342,99.425,817.0,1967.79,2.47,-1.3099999999999996
MBS 2012-13,2012-06-28,2019-09,1.06,3.78,79.589,85.331,99.794,842.0,2063.05,2.51,-1.27
MBS 2012-13,2012-06-28,2019-10,7.18,3.78,79.664,85.378,100.041,826.0,2083.48,2.5,-1.2799999999999998
MBS 2012-13,2012-06-28,2019-11,0.25,3.78,79.776,85.442,99.481,826.0,2087.96,2.45,-1.3299999999999996
MBS 2012-13,2012-06-28,2019-12,0.71,3.78,80.054,85.576,99.719,817.0,2197.67,2.45,-1.3299999999999996
MBS 2012-13,2012-06-28,2020-01,0.01,3.78,80.337,85.717,100.09,898.0,2119.01,2.51,-1.27
MBS 2012-13,2012-06-28,2020-02,0.44,3.78,80.634,85.869,100.16,1008.0,1987.01,2.52,-1.2599999999999998
MBS 2012-13,2012-06-28,2020-03,0.24,3.78,81.084,86.019,99.94,1062.0,1754.64,2.48,-1.2999999999999998
MBS 2012-13,2012-06-28,2020-04,2.02,3.78,81.27,86.086,99.5,1065.0,1947.56,2.58,-1.1999999999999997
MBS 2012-13,2012-06-28,2020-05,0.42,3.78,81.382,86.14,99.44,1178.0,2029.6,2.52,-1.2599999999999998
MBS 2012-13,2012-06-28,2020-06,0.53,3.78,81.776,86.374,99.71,1148.0,2108.33,2.49,-1.2899999999999996
MBS 2012-13,2012-06-28,2020-07,1.11,3.78,82.495,86.752,99.63,1062.0,2249.37,2.45,-1.3299999999999996
MBS 2012-13,2012-06-28,2020-08,1.68,3.78,83.137,87.207,100.19,818.0,2326.17,2.39,-1.3899999999999997
MBS 2012-13,2012-06-28,2020-09,0.0,3.78,83.798,87.962,100.74,954.0,2327.89,2.44,-1.3399999999999999
MBS 2012-13,2012-06-28,2020-10,1.4,3.78,84.359,88.689,100.18,979.0,2267.15,2.47,-1.3099999999999996
MBS 2012-13,2012-06-28,2020-11,0.88,3.78,85.568,90.181,100.09,923.0,2591.34,2.56,-1.2199999999999998
MBS 2012-13,2012-06-28,2020-12,1.84,3.78,86.735,91.176,100.33,943.0,2873.47,2.59,-1.19
MBS 2012-13,2012-06-28,2021-01,1.67,3.78,87.767,91.934,101.04,1149.0,2976.21,2.63,-1.15
MBS 2012-13,2012-06-28,2021-02,0.03,3.78,88.962,92.627,101.58,1177.0,3012.95,2.66,-1.1199999999999997
MBS 2012-13,2012-06-28,2021-03,5.06,3.78,90.135,93.273,101.84,1129.0,3061.42,2.73,-1.0499999999999998
MBS 2012-13,2012-06-28,2021-04,0.12,3.78,91.091,93.835,101.98,1068.0,3147.86,2.73,-1.0499999999999998
MBS 2012-13,2012-06-28,2021-05,0.0425,3.78,91.964,94.372,102.05,1066.0,3203.92,2.69,-1.0899999999999999
MBS 2012-13,2012-06-28,2021-06,1.8933,3.78,93.169,95.202,102.05,1021.0,3296.68,2.74,-1.0399999999999996
MBS 2012-13,2012-06-28,2021-07,0.7917,3.78,94.256,96.053,102.26,860.0,3202.32,2.81,-0.9699999999999998
MBS 2012-13,2012-06-28,2021-08,0.2446,3.78,95.666,97.04,102.75,706.0,3199.27,2.88,-0.8999999999999999
MBS 2012-13,2012-06-28,2021-09,3.3597,3.78,97.123,97.976,103.17,711.0,3068.82,3.01,-0.77
MBS 2012-13,2012-06-28,2021-10,0.8888,3.78,98.14,98.579,103.35,736.0,2970.68,3.26,-0.52
MBS 2012-13,2012-06-28,2021-11,0.7656,3.78,99.224,99.301,103.87,694.0,2839.01,3.51,-0.27
MBS 2012-13,2012-06-28,2021-12,0.0279,3.78,99.72,99.728,104.04,697.0,2977.65,3.63,-0.1499999999999999
MBS 2012-13,2012-06-28,2022-01,0.051,3.78,100.0,100.0,104.69,780.0,2663.34,3.85,0.07000000000000028
MBS 2012-13,2012-06-28,2022-02,0.7276,3.78,100.207,100.197,105.3,800.0,2699.18,3.88,0.10000000000000009
MBS 2012-13,2012-06-28,2022-03,0.2902,3.78,100.306,100.337,106.06,798.0,2757.65,3.84,0.06000000000000005
MBS 2012-13,2012-06-28,2022-04,0.026,3.78,100.517,100.543,106.85,813.0,2695.05,3.9,0.1200000000000001
MBS 2012-13,2012-06-28,2022-05,0.0,3.78,100.768,100.814,107.56,830.0,2685.9,3.9,0.1200000000000001
MBS 2012-13,2012-06-28,2022-06,0.4537,3.78,100.869,100.912,108.22,824.0,2332.64,4.04,0.26000000000000023
MBS 2012-14,2012-06-21,2012-06,0.09,3.75,70.941,71.462,91.639,806.0,1854.01,4.76,1.0099999999999998
MBS 2012-14,2012-06-21,2012-07,0.48,3.75,70.861,71.557,91.432,777.0,1881.99,4.64,0.8899999999999997
MBS 2012-14,2012-06-21,2012-08,0.38,3.75,70.79,71.63,91.855,742.0,1905.12,4.41,0.6600000000000001
MBS 2012-14,2012-06-21,2012-09,0.26,3.75,70.683,71.868,92.512,736.0,1996.21,4.29,0.54
MBS 2012-14,2012-06-21,2012-10,0.61,3.75,70.603,72.228,92.339,701.0,1912.06,4.23,0.4800000000000004
MBS 2012-14,2012-06-21,2012-11,0.71,3.75,70.55,72.505,92.011,699.0,1932.9,4.19,0.4400000000000004
MBS 2012-14,2012-06-21,2012-12,0.91,3.75,70.501,72.654,92.175,719.0,1997.05,4.16,0.41000000000000014
MBS 2012-14,2012-06-21,2013-01,0.67,3.75,70.462,72.82,92.728,791.0,1961.94,4.17,0.41999999999999993
MBS 2012-14,2012-06-21,2013-02,0.01,3.75,70.421,73.017,93.038,904.0,2026.49,4.06,0.3099999999999996
MBS 2012-14,2012-06-21,2013-03,0.85,3.75,70.389,73.337,92.952,854.0,2004.89,3.97,0.2200000000000002
MBS 2012-14,2012-06-21,2013-04,1.53,3.75,70.391,73.603,92.823,809.0,1963.95,3.86,0.10999999999999988
MBS 2012-14,2012-06-21,2013-05,2.05,3.75,70.381,73.741,92.823,780.0,2001.05,3.77,0.020000000000000018
